t,E_soc_kWh,P_batt_kW,F_fr_kW,d_grid_kW,cost_e_usd,rev_fr_usd,net_cost_usd,L_kW,pi_e_per_kWh,pi_f_per_kW,alpha
540,79.2271,-326.1044,673.8956,11214.1625,-0.489127,4.414016,-4.903144,11226.0,0.04132,0.00655,-0.501475
541,67.3896,-642.0939,357.9061,11722.6918,15.467278,2.254808,13.21247,11348.0,0.04128,0.0063,-0.747129
542,442.0814,-420.8137,579.1863,11510.9894,-0.370966,3.79367,-4.164636,11520.0,0.04117,0.00655,-0.742117
543,433.0708,-330.7079,669.2921,11368.6552,-0.232125,4.049217,-4.281343,11374.0,0.04343,0.00605,-0.502102
544,427.726,-277.2597,722.7403,11356.5954,-1.13887,6.504663,-7.643532,11380.0,0.04866,0.009,-0.416006
545,404.3213,-43.2133,956.7867,11115.3573,-20.000045,18.054564,-38.054609,11424.0,0.0648,0.01887,-0.367748
546,95.6787,-228.3292,771.6708,11364.4696,-0.668992,7.878759,-8.547751,11376.0,0.05802,0.01021,-0.310831
547,84.1483,-158.517,841.483,11194.0,-0.0,5.292928,-5.292928,11194.0,0.04759,0.00629,-0.188378
548,84.1483,-269.609,730.391,10928.3591,0.193369,4.280091,-4.086722,10924.0,0.04436,0.00586,-0.363162
549,88.5074,-114.9261,885.0739,10767.4926,0.487861,5.142279,-4.654418,10756.0,0.04245,0.00581,-0.116864
550,100.0,-0.0,1000.0,10640.1383,2.134259,6.05,-3.915741,10582.0,0.03671,0.00605,0.058138
551,158.1383,181.1501,818.8499,10277.9182,-2.871326,4.520051,-7.391378,10354.0,0.03774,0.00552,0.128312
552,82.0566,179.4343,820.5657,10306.0,0.0,5.538819,-5.538819,10306.0,0.03525,0.00675,0.218671
553,82.0566,187.0964,812.9036,10321.2338,-0.02602,4.487228,-4.513249,10322.0,0.03396,0.00552,0.229216
554,81.2904,376.4839,623.5161,11715.864,0.312196,3.441809,-3.129613,11706.0,0.03165,0.00552,0.619628
555,91.1544,88.4563,911.5437,10413.6913,10.077167,5.031721,5.045445,10096.0,0.03172,0.00552,0.44556
556,408.8456,214.8662,785.1338,9992.4597,-0.184216,4.333938,-4.518154,9998.0,0.03325,0.00552,0.266612
557,403.3053,33.0529,966.9471,10242.0,0.0,6.526893,-6.526893,10242.0,0.03512,0.00675,0.034183
558,403.3053,-171.3255,828.6745,10178.3802,0.189135,15.512786,-15.323651,10174.0,0.04318,0.01872,-0.201461
559,407.6855,-76.8545,923.1455,9984.6291,-17.354861,9.64687,-27.001731,10300.0,0.05503,0.01045,-0.424879
560,92.3145,-325.2578,674.7422,10306.3088,-1.105383,5.755551,-6.860934,10328.0,0.05096,0.00853,-0.514195
561,70.6234,-293.7664,706.2336,10680.4284,0.498163,4.62583,-4.127667,10670.0,0.04777,0.00655,-0.401196
562,81.0517,-189.4827,810.5173,10813.21,0.218768,4.90363,-4.684862,10808.0,0.04199,0.00605,-0.227352
563,86.2617,-137.3828,862.6172,10800.0,0.0,5.218834,-5.218834,10800.0,0.04055,0.00605,-0.159263
564,86.2617,-305.4268,694.5732,11135.4836,3.977788,4.202168,-0.224379,11030.0,0.03771,0.00605,-0.287865
565,191.7454,-0.0,1000.0,10924.142,-0.663603,6.05,-6.713603,10942.0,0.03716,0.00605,-0.017858
566,173.8874,-0.0,1000.0,11283.2773,5.635218,6.05,-0.414782,11134.0,0.03775,0.00605,0.149277
567,323.1647,-0.0,1000.0,11232.8353,3.017324,6.05,-3.032676,11156.0,0.03927,0.00605,0.076835
568,400.0,-0.0,1000.0,11203.985,-3.896482,6.42,-10.316482,11290.0,0.0453,0.00642,-0.086015
569,313.985,50.7404,949.2596,12814.5537,0.155726,14.836927,-14.681202,12812.0,0.06098,0.01563,0.056143
570,316.5387,-0.0,1000.0,11293.4613,4.452662,12.99,-8.537338,11210.0,0.05335,0.01299,0.083461
571,400.0,-0.0,1000.0,10856.008,-11.84731,6.92,-18.76731,11112.0,0.04628,0.00692,-0.255992
572,144.008,-127.6379,872.3621,10767.1028,-2.219565,5.277791,-7.497356,10820.0,0.04196,0.00605,-0.20695
573,91.1108,-88.8917,911.1083,11130.0,0.0,5.512205,-5.512205,11130.0,0.03962,0.00605,-0.097564
574,91.1108,-209.3343,790.6657,10808.98,-0.192216,4.783527,-4.975744,10814.0,0.03829,0.00605,-0.271106
575,86.0908,-139.0918,860.9082,10688.0,0.0,4.752213,-4.752213,10688.0,0.03653,0.00552,-0.161564
576,86.0908,-341.4489,658.5511,10312.8737,1.814666,3.635202,-1.820536,10262.0,0.03567,0.00552,-0.441234
577,136.9645,-0.0,1000.0,10093.0355,-1.280082,6.0,-7.280082,10130.0,0.03463,0.006,-0.036965
578,100.0,-0.0,1000.0,10198.8256,8.1798,5.27,2.9098,9952.0,0.03314,0.00527,0.246826
579,346.8256,62.1284,937.8716,9929.3873,1.975814,4.539298,-2.563484,9870.0,0.03327,0.00484,0.129565
580,406.2128,143.5612,856.4388,9898.1433,0.2728,4.402096,-4.129296,9890.0,0.0335,0.00514,0.177134
581,414.3561,-295.2029,704.7971,9851.1642,0.539238,3.89048,-3.351242,9836.0,0.03556,0.00552,-0.397332
582,429.5203,-357.0282,642.9718,10409.8533,0.076484,6.037506,-5.961022,10408.0,0.04127,0.00939,-0.552396
583,431.3735,-313.7355,686.2645,10889.064,-0.800269,12.531191,-13.331459,10904.0,0.05358,0.01826,-0.478928
584,416.4376,-164.3758,835.6242,11125.1248,-18.594407,13.369986,-31.964393,11458.0,0.05586,0.016,-0.595065
585,83.5624,-233.2364,766.7636,11971.5407,0.579457,7.705974,-7.126517,11960.0,0.05021,0.01005,-0.289132
586,95.1031,-48.9692,951.0308,12704.6272,11.967999,7.655798,4.312201,12444.0,0.04592,0.00805,0.222556
587,355.7302,202.6977,797.3023,14458.0,-12.70704,6.418284,-19.125324,14734.0,0.04604,0.00805,-0.091938
588,79.7302,-367.6131,632.3869,13043.4956,9.250153,4.142135,5.108018,12836.0,0.04458,0.00655,-0.253195
589,287.2258,-0.0,1000.0,12611.9021,-6.349742,6.55,-12.899742,12750.0,0.04598,0.00655,-0.138098
590,149.1279,-0.0,1000.0,13112.8721,11.469873,6.3,5.169873,12862.0,0.04572,0.0063,0.250872
591,400.0,-74.7323,925.2677,13048.0,0.0,5.59787,-5.59787,13048.0,0.04615,0.00605,-0.080768
592,400.0,-0.0,1000.0,12570.2117,-0.297921,6.9,-7.197921,12576.0,0.05147,0.0069,-0.005788
593,394.2117,279.6991,720.3009,12297.7883,0.378262,9.421536,-9.043274,12292.0,0.06535,0.01308,0.396345
594,400.0,-0.0,1000.0,12087.8714,-3.87249,8.3,-12.17249,12154.0,0.05856,0.0083,-0.066129
595,333.8714,-68.1557,931.8443,11447.313,-12.888788,5.656295,-18.545082,11688.0,0.05355,0.00607,-0.331432
596,93.1844,-241.7747,758.2253,11026.6381,-0.767222,4.170239,-4.937461,11044.0,0.04419,0.0055,-0.341767
597,75.8225,-281.0644,718.9356,12214.4436,0.605764,4.349561,-3.743797,12200.0,0.04194,0.00605,-0.370855
598,90.2661,-97.3388,902.6612,11103.6424,0.297901,5.4611,-5.163199,11096.0,0.03898,0.00605,-0.099369
599,97.9085,-20.9147,979.0853,10860.0,0.0,5.404551,-5.404551,10860.0,0.03767,0.00552,-0.021362
600,97.9085,-279.0821,720.9179,10548.0197,-0.444154,4.181324,-4.625478,10562.0,0.03177,0.0058,-0.406513
601,83.9282,-160.7178,839.2822,10420.0,-0.0,4.632838,-4.632838,10420.0,0.03133,0.00552,-0.191494
602,83.9282,-209.2036,790.7964,10219.1514,-0.145555,4.365196,-4.510751,10224.0,0.03002,0.00552,-0.270679
603,79.0796,-264.9987,735.0013,10351.8649,9.501453,3.197256,6.304197,10030.0,0.02952,0.00435,0.077369
604,400.9446,-9.4457,990.5543,9932.1592,-2.151096,5.46786,-7.618956,10002.0,0.0308,0.00552,-0.080043
605,331.1038,-0.0,1000.0,9875.9127,-6.492832,7.26,-13.752832,10076.0,0.03245,0.00726,-0.200087
606,131.0165,-0.0,1000.0,10432.9835,-1.10853,9.59,-10.69853,10464.0,0.03574,0.00959,-0.031017
607,100.0,-0.0,1000.0,12358.5814,5.880127,11.34,-5.459873,12214.0,0.04067,0.01134,0.144581
608,244.5814,42.7495,957.2505,12577.4186,6.423449,7.399547,-0.976098,12422.0,0.04133,0.00773,0.207018
609,400.0,-0.0,1000.0,12008.432,-8.355414,6.05,-14.405414,12224.0,0.03876,0.00605,-0.215568
610,184.432,-0.0,1000.0,12852.6916,-1.584221,6.05,-7.634221,12896.0,0.03658,0.00605,-0.043308
611,141.1237,-271.1666,728.8334,12695.6488,2.96875,4.409442,-1.440692,12614.0,0.03636,0.00605,-0.260029
612,222.7725,-16.4797,983.5203,12727.5796,-4.523927,5.950298,-10.474225,12852.0,0.03636,0.00605,-0.143261
613,98.352,-516.4797,483.5203,13199.0785,11.383535,2.925298,8.458237,12886.0,0.03636,0.00605,-0.420667
614,411.4305,-114.3055,885.6945,12905.8355,-2.842062,5.358452,-8.200514,12984.0,0.03636,0.00605,-0.21731
615,333.266,-328.2464,671.7536,12893.5586,3.665748,4.064109,-0.398362,12794.0,0.03682,0.00605,-0.340434
616,432.8246,-328.2464,671.7536,12647.1754,-1.338589,6.045783,-7.384371,12680.0,0.04078,0.009,-0.537505
617,400.0,-0.0,1000.0,12515.9116,-13.837551,15.56,-29.397551,12762.0,0.05623,0.01556,-0.246088
618,153.9116,-62.9305,937.0695,12129.7954,-3.011436,13.803033,-16.81447,12190.0,0.05002,0.01473,-0.131405
619,93.7069,-185.0988,814.9012,11808.7148,-0.217328,7.334111,-7.55144,11814.0,0.04112,0.009,-0.233628
620,88.4217,115.7827,884.2173,11717.5783,0.452016,5.349514,-4.897499,11706.0,0.03904,0.00605,0.144038
621,100.0,-0.0,1000.0,11649.0851,0.403053,6.05,-5.646947,11638.0,0.03636,0.00605,0.011085
622,111.0851,-0.0,1000.0,11297.3775,0.552206,6.05,-5.497794,11282.0,0.03591,0.00605,0.015377
623,126.4626,-0.0,1000.0,10782.6941,2.4241,5.52,-3.0959,10712.0,0.03429,0.00552,0.070694
624,197.1566,-0.0,1000.0,10564.6941,-2.680785,5.52,-8.200785,10648.0,0.03218,0.00552,-0.083306
625,113.8507,-0.0,1000.0,10539.1705,1.279168,5.24,-3.960832,10498.0,0.03107,0.00524,0.041171
626,155.0212,-26.5157,973.4843,10112.3272,-1.66386,3.893937,-5.557797,10170.0,0.02885,0.004,-0.086482
627,97.3484,-237.8855,762.1145,10679.4364,3.440963,3.048458,0.392506,10560.0,0.02881,0.004,-0.155422
628,216.7849,-0.0,1000.0,11399.2151,5.454315,4.92,0.534315,11216.0,0.02977,0.00492,0.183215
629,400.0,-92.3005,907.6995,10371.2301,0.299146,5.010501,-4.711355,10362.0,0.03241,0.00552,-0.091518
630,409.2301,-240.9585,759.0415,10379.9512,-7.656526,4.607382,-12.263907,10594.0,0.03577,0.00607,-0.59945
631,195.1813,-0.0,1000.0,10968.8187,-4.530628,12.57,-17.100628,11064.0,0.0476,0.01257,-0.095181
632,100.0,313.8081,686.1919,11622.0596,0.978122,7.486353,-6.508231,11600.0,0.04434,0.01091,0.489466
633,122.0596,-0.0,1000.0,12399.9404,10.96197,7.5,3.46197,12122.0,0.03944,0.0075,0.27794
634,400.0,-0.0,1000.0,11944.3509,-8.079133,6.23,-14.309133,12162.0,0.03712,0.00623,-0.217649
635,182.3509,-363.6434,636.3566,12758.2993,7.773797,3.849957,3.92384,12542.0,0.03594,0.00605,-0.231543
636,398.6503,93.4975,906.5025,14458.0,-10.82312,5.194259,-16.017379,14766.0,0.03514,0.00573,-0.236626
637,90.6503,-173.282,826.718,12834.0215,-0.276613,5.505942,-5.782555,12842.0,0.03467,0.00666,-0.219253
638,82.6718,-525.6848,474.3152,12951.5072,11.493354,3.168425,8.324929,12620.0,0.03467,0.00668,-0.409385
639,414.179,-141.7898,858.2102,12521.7106,-0.444138,5.192172,-5.63631,12534.0,0.03614,0.00605,-0.179535
640,401.8896,-18.896,981.104,12320.0,0.0,8.829936,-8.829936,12320.0,0.04087,0.009,-0.01926
641,401.8896,-28.6337,971.3663,11871.247,-17.453203,18.145122,-35.598325,12176.0,0.05727,0.01868,-0.343214
642,97.1366,-88.4446,911.5554,12602.0189,-0.317835,16.982278,-17.300113,12608.0,0.05314,0.01863,-0.103587
643,91.1555,282.6943,717.3057,12963.5065,-0.623222,5.523254,-6.146476,12978.0,0.043,0.0077,0.3739
644,76.662,233.38,766.62,11746.6018,0.436263,4.638051,-4.201788,11736.0,0.04115,0.00605,0.318256
645,87.2638,127.3622,872.6378,11326.17,0.593923,5.209648,-4.615725,11310.0,0.03673,0.00597,0.164481
646,103.4338,-0.0,1000.0,10848.1199,3.24354,6.05,-2.80646,10756.0,0.03521,0.00605,0.09212
647,195.5536,-0.0,1000.0,10658.4464,7.082023,7.0,0.082023,10454.0,0.03464,0.007,0.204446
648,400.0,-0.0,1000.0,9970.587,-7.904875,7.9,-15.804875,10198.0,0.03476,0.0079,-0.227413
649,172.587,-50.0705,949.9295,11550.4059,-2.5156,7.247962,-9.763562,11628.0,0.03242,0.00763,-0.134394
650,94.9929,-148.9895,851.0105,10134.1081,-0.30932,5.744321,-6.05364,10144.0,0.03127,0.00675,-0.186697
651,85.101,209.6395,790.3605,9732.9904,0.029919,4.36279,-4.332871,9732.0,0.03021,0.00552,0.266498
652,86.0914,139.0857,860.9143,9796.0,0.0,5.811171,-5.811171,9796.0,0.0305,0.00675,0.161556
653,86.0914,199.8836,800.1164,10080.6549,6.04948,10.609543,-4.560063,9890.0,0.03173,0.01326,0.488102
654,276.7463,-0.0,1000.0,10325.2537,4.380435,17.22,-12.839565,10202.0,0.03554,0.01722,0.123254
655,400.0,167.699,832.301,10664.7699,0.629374,13.316816,-12.687441,10648.0,0.03753,0.016,0.221637
656,416.7699,436.2711,563.7289,12907.0485,-11.481862,5.992438,-17.4743,13210.0,0.0379,0.01063,0.236496
657,113.8184,-0.0,1000.0,11878.1816,-0.497047,7.05,-7.547047,11892.0,0.03597,0.00705,-0.013818
658,100.0,-0.0,1000.0,12628.6634,0.919807,6.46,-5.540193,12600.0,0.03209,0.00646,0.028663
659,128.6634,125.6506,874.3494,12678.3821,3.919108,5.368505,-1.449397,12552.0,0.03101,0.00614,0.288252
660,255.0454,-0.0,1000.0,12636.9546,4.216728,6.05,-1.833272,12492.0,0.02909,0.00605,0.144955
661,400.0,-128.0908,871.9092,12746.3289,-2.856957,4.935006,-7.791963,12848.0,0.0281,0.00566,-0.263516
662,298.3289,-247.3464,450.0,12870.6711,4.350755,2.7225,1.628255,12714.0,0.02777,0.00605,-0.201501
663,455.0,252.6536,450.0,14458.0,-12.505,2.8935,-15.3985,14868.0,0.0305,0.00643,-0.349659
664,45.0,-507.6684,450.0,12747.7668,12.473185,4.05,8.423185,12392.0,0.03506,0.009,-0.337559
665,400.7668,-7.6684,992.3316,12386.6289,-12.122393,16.165082,-28.287475,12648.0,0.04638,0.01629,-0.271119
666,139.3957,-321.2155,678.7845,12146.4827,-3.067375,7.928203,-10.995578,12218.0,0.04289,0.01168,-0.578582
667,67.8785,-440.8101,559.1899,11891.3958,-0.023599,4.439968,-4.463568,11892.0,0.03906,0.00794,-0.789382
668,67.2743,-327.2573,672.7427,11454.3169,0.010688,4.359372,-4.348685,11454.0,0.03373,0.00648,-0.485982
669,67.5911,-324.0888,675.9112,11294.0,0.0,4.089263,-4.089263,11294.0,0.03235,0.00605,-0.479484
670,67.5911,-645.1897,354.8103,13239.3957,9.613915,2.3382,7.275715,12922.0,0.03029,0.00659,-0.923857
671,384.9868,-145.1897,854.8103,10598.4942,-9.197822,4.718553,-13.916375,10898.0,0.03071,0.00552,-0.520227
672,85.481,-241.0545,758.9455,10802.4135,-0.279062,4.189379,-4.468442,10812.0,0.02911,0.00552,-0.330249
673,75.8946,-284.996,715.004,10245.6058,-0.117675,3.818122,-3.935797,10250.0,0.02678,0.00534,-0.404739
674,71.5004,-369.7002,630.2998,9939.7705,-0.111068,3.523376,-3.634444,9944.0,0.02626,0.00559,-0.593257
675,67.2709,-327.2914,672.7086,9989.6708,3.81907,3.134822,0.684248,9838.0,0.02518,0.00466,-0.261065
676,218.9416,-0.0,1000.0,9701.0584,-3.081778,5.63,-8.711778,9820.0,0.02591,0.00563,-0.118942
677,100.0,87.9278,912.0722,11154.7928,8.108899,5.508916,2.599983,10846.0,0.02626,0.00604,0.434966
678,408.7928,281.47,718.53,10961.3542,0.510371,3.973471,-3.4631,10942.0,0.02637,0.00553,0.418666
679,428.147,290.5992,709.4008,11094.6605,-0.205872,5.263754,-5.469626,11102.0,0.02805,0.00742,0.399294
680,420.8075,208.0755,791.9245,11254.0,0.0,4.791143,-4.791143,11254.0,0.02833,0.00605,0.262747
681,420.8075,269.2115,730.7885,11906.1136,0.177294,4.421271,-4.243976,11900.0,0.029,0.00605,0.376751
682,426.9211,539.4453,460.5547,11950.0253,-9.877578,2.463968,-12.341546,12296.0,0.02855,0.00535,0.420082
683,80.9464,190.5357,809.4643,12677.405,8.124939,4.897259,3.22768,12390.0,0.02827,0.00605,0.590441
684,368.3514,341.9366,658.0634,14458.0,-3.4965,3.981283,-7.477783,14584.0,0.02775,0.00605,0.32814
685,242.3514,-0.0,1000.0,12956.315,4.183267,6.05,-1.866733,12806.0,0.02783,0.00605,0.150315
686,392.6664,-0.0,1000.0,12619.3336,0.206807,6.05,-5.843193,12612.0,0.0282,0.00605,0.007334
687,400.0,140.2734,859.7266,12376.0273,0.412825,5.201346,-4.788521,12362.0,0.02943,0.00605,0.179477
688,414.0273,531.4868,468.5132,11912.0203,-10.003393,2.834505,-12.837897,12226.0,0.03186,0.00605,0.46425
689,100.0477,31.4868,968.5132,12123.9707,8.042228,14.392106,-6.349878,11916.0,0.03867,0.01486,0.247242
690,308.0184,-0.0,1000.0,13759.9816,3.276385,10.44,-7.163615,13668.0,0.03562,0.01044,0.091982
691,400.0,381.4756,618.5244,11211.9322,-9.968603,3.742072,-13.710676,11508.0,0.03367,0.00605,0.138083
692,103.9322,-0.0,1000.0,11523.4949,1.488806,5.5,-4.011194,11474.0,0.03008,0.0055,0.049495
693,153.427,-0.0,1000.0,11300.573,7.160479,5.5,1.660479,11054.0,0.02904,0.0055,0.246573
694,400.0,-10.533,989.467,10291.3418,-8.134367,5.729014,-13.863381,10588.0,0.02742,0.00579,-0.310461
695,103.3418,-510.533,489.467,10483.5407,8.352807,2.026393,6.326413,10176.0,0.02716,0.00414,-0.414721
696,410.8826,-108.8257,891.1743,9864.2349,-8.890371,4.696489,-13.586859,10186.0,0.02763,0.00527,-0.483172
697,89.1174,-447.9493,552.0507,11688.0876,-0.856287,2.716089,-3.572377,11722.0,0.02525,0.00492,-0.872858
698,55.2051,-673.4491,326.5509,10442.4458,9.811903,1.60663,8.205273,10052.0,0.02513,0.00492,-0.866644
699,445.6509,-456.5088,543.4912,10145.8255,-0.155783,2.619628,-2.775411,10152.0,0.02523,0.00482,-0.851317
700,439.4764,-394.7635,605.2365,9725.5499,-0.465864,3.340905,-3.806769,9744.0,0.02525,0.00552,-0.682731
701,421.0263,-210.2629,789.7371,9867.2486,-0.020055,4.359349,-4.379403,9868.0,0.02669,0.00552,-0.267196
702,420.2749,-202.749,797.251,9966.0,0.0,5.899658,-5.899658,9966.0,0.03388,0.0074,-0.25431
703,420.2749,-202.749,797.251,9963.8874,-6.054138,15.036154,-21.090292,10094.0,0.04653,0.01886,-0.417512
704,290.1623,-101.2143,898.7857,10110.5125,-9.070763,13.967129,-23.037892,10302.0,0.04737,0.01554,-0.325664
705,98.6748,-13.2516,986.7484,12392.0,-0.0,9.610929,-9.610929,12392.0,0.0414,0.00974,-0.01343
706,98.6748,-170.6757,829.3243,11258.2576,-0.583099,5.846736,-6.429835,11274.0,0.03704,0.00705,-0.224783
707,82.9324,-394.317,605.683,11540.8722,6.064253,4.270065,1.794187,11370.0,0.03549,0.00705,-0.368914
708,253.8046,-0.0,1000.0,11588.1954,-5.409307,7.06,-12.469307,11742.0,0.03517,0.00706,-0.153805
709,100.0,-232.0845,767.9155,12146.0762,3.653263,5.413804,-1.760541,12040.0,0.03444,0.00705,-0.164091
710,206.0762,-0.0,1000.0,11813.3781,0.679977,7.06,-6.380023,11794.0,0.03509,0.00706,0.019378
711,225.4543,-0.0,1000.0,12465.5313,0.452026,7.05,-6.597974,12454.0,0.0392,0.00705,0.011531
712,236.9855,-0.0,1000.0,13115.0145,7.415528,12.88,-5.464472,12952.0,0.04549,0.01288,0.163014
713,400.0,-0.0,1000.0,11920.5437,-6.400145,28.0,-34.400145,12026.0,0.06069,0.028,-0.105456
714,294.5437,-0.0,1000.0,11370.2491,-4.499568,22.38,-26.879568,11452.0,0.05504,0.02238,-0.081751
715,212.7928,-0.0,1000.0,11122.335,-4.44441,8.75,-13.19441,11230.0,0.04128,0.00875,-0.107665
716,105.1278,-236.9191,763.0809,10847.1803,-1.062295,4.616639,-5.678935,10876.0,0.03686,0.00605,-0.348245
717,76.3081,-377.2777,622.7223,10898.4381,0.014601,3.76747,-3.752869,10898.0,0.03333,0.00605,-0.605149
718,76.7462,-232.5384,767.4616,10562.0,0.0,4.497325,-4.497325,10562.0,0.03109,0.00586,-0.302997
719,76.7462,-233.3364,766.6636,12075.9202,-0.002382,3.541986,-3.544368,12076.0,0.02985,0.00462,-0.304457
