t,L_kW,pi_e_per_kWh,pi_f_per_kW,alpha,P_kW,F_kW,E_kWh,d_kW,cost_e_usd,rev_fr_usd
243,10144.0,0.04083,0.004,-0.747649,-182.622,337.0797,91.5765,10074.6047,-2.833409,1.348319
244,9054.0,0.04141,0.004,-0.883487,-255.8824,221.8121,22.1812,9113.9144,2.481055,0.887248
245,10606.0,0.04457,0.00527,-0.194181,-135.6581,364.6184,82.0956,10670.8562,2.890641,1.921539
246,9378.0,0.05648,0.01647,-0.428868,-176.5241,0.0,146.9518,9554.5241,9.970081,0.0
247,11378.0,0.06747,0.02303,-0.562944,323.4759,0.0,323.4759,11054.5241,-21.824919,0.0
248,10256.0,0.06243,0.01601,-0.018087,-176.5241,-0.0,0.0,10432.5241,11.0204,-0.0
249,12622.0,0.05526,0.00905,0.625549,-62.0555,333.8732,176.5241,12892.9097,14.970471,3.021553
250,11094.0,0.05,0.00579,0.211417,65.1204,0.0,447.4338,11028.8796,-3.25602,0.0
251,12622.0,0.04806,0.005,0.077548,-58.8433,0.0,382.3134,12680.8433,2.828008,0.0
252,11312.0,0.04646,0.00502,0.133303,77.3472,0.0,441.1567,11234.6528,-3.59355,0.0
253,12406.0,0.04646,0.00502,0.480291,58.7735,257.7037,363.8095,12470.9993,3.019868,1.293673
254,11188.0,0.04646,0.00502,0.14311,381.8454,0.0,428.8088,10806.1546,-17.740537,0.0
255,12486.0,0.04962,0.00502,0.053371,-118.1546,196.5142,46.9634,12614.6428,6.383256,0.986501
256,10478.0,0.05923,0.01356,0.211043,175.6062,-0.0,175.6062,10302.3938,-10.401158,-0.0
257,11922.0,0.07464,0.02076,0.253931,-189.8904,0.0,0.0,12111.8904,14.173421,0.0
258,9688.0,0.06451,0.0173,0.107694,-150.2716,242.0223,189.8904,9864.3359,11.375427,4.186986
259,11064.0,0.0587,0.00613,0.051329,346.0732,0.0,366.2263,10717.9268,-20.314494,0.0
260,10518.0,0.05284,0.0055,-0.26398,20.1531,-0.0,20.1531,10497.8469,-1.064891,-0.0
261,9236.0,0.04997,0.0055,-0.250383,-457.5337,-0.0,0.0,9693.5337,22.862958,-0.0
262,10614.0,0.04646,0.0055,-0.246393,42.4663,120.4657,457.5337,10541.8518,-3.352006,0.662562
263,9368.0,0.05097,0.00675,-0.133717,137.7443,332.7929,385.3855,9185.7556,-9.288998,2.246352
264,10616.0,0.04385,0.00675,-0.22246,-41.521,341.0287,203.1411,10581.6558,-1.505994,2.301944
265,9138.0,0.0425,0.00675,-0.063106,168.7968,-0.0,168.7968,8969.2032,-7.173865,-0.0
266,10392.0,0.03821,0.00675,0.175468,-99.9338,-0.0,0.0,10491.9338,3.818471,-0.0
267,9012.0,0.03804,0.00552,0.165795,-187.1668,551.913,99.9338,9290.6713,10.600656,3.04656
268,10544.0,0.03822,0.00675,0.201733,121.8184,350.643,378.6051,10492.9178,-1.952362,2.36684
269,9054.0,0.04238,0.00675,0.162994,65.1666,234.798,327.5229,9027.1041,-1.13985,1.584887
270,10986.0,0.05112,0.02626,0.122264,28.1662,398.8261,300.6269,11006.5958,1.052858,10.473173
271,10036.0,0.05934,0.01719,-0.067045,-148.0489,45.6265,321.2228,10180.9898,8.603697,0.78432
272,11644.0,0.05524,0.01101,0.019345,-16.8937,0.0,466.2126,11660.8937,0.933208,0.0
273,11990.0,0.05157,0.00605,-0.006894,241.5532,0.0,483.1063,11748.4468,-12.456896,0.0
274,11180.0,0.04749,0.00605,0.455326,155.7469,0.0,241.5532,11024.2531,-7.396421,0.0
275,13478.0,0.04654,0.00605,0.687633,-207.0969,0.0,85.8062,13685.0969,9.638289,0.0
276,11766.0,0.04515,0.00605,0.600611,-7.0886,339.0764,292.9031,11976.7416,9.514983,2.051412
277,9606.0,0.04429,0.00597,0.282586,355.5519,-0.0,500.0,9250.4481,-15.747394,-0.0
278,13214.0,0.04414,0.00605,-0.032791,-98.5964,382.4572,144.4481,13300.0551,3.798471,2.313866
279,12130.0,0.04549,0.00588,0.237458,85.0135,196.0431,230.5032,12091.5384,-1.749616,1.152733
280,13176.0,0.0508,0.00943,0.235898,-153.9792,0.0,192.0416,13329.9792,7.822143,0.0
281,11024.0,0.06331,0.0165,0.282555,113.6818,305.6999,346.0208,10996.6953,-1.72866,5.044048
282,10632.0,0.05688,0.01636,-0.171892,46.7283,320.8428,318.7161,10530.1212,-5.794866,5.248987
283,10108.0,0.04897,0.00923,0.075117,-6.3593,370.0428,216.8373,10142.1559,1.672612,3.415495
284,12044.0,0.04571,0.0055,0.15631,-18.5947,193.6667,250.9932,12092.8668,2.2337,1.065167
285,9972.0,0.04348,0.00725,-0.127062,31.3437,339.2703,299.86,9897.548,-3.237174,2.459709
286,9874.0,0.03934,0.007,-0.199032,19.9922,406.7157,225.4079,9773.0584,-3.971043,2.84701
287,11538.0,0.0405,0.00675,-0.091256,-144.246,332.7801,124.4663,11651.8778,4.612049,2.246265
288,9916.0,0.03624,0.00675,-0.056899,56.6824,357.2941,238.3441,9838.9877,-2.790925,2.411735
289,9616.0,0.03138,0.00675,-0.106952,-131.4564,340.7507,161.3318,9711.0123,2.981487,2.300068
290,9746.0,0.03062,0.00675,-0.102982,57.3605,369.564,256.3441,9650.5812,-2.921724,2.494557
291,11302.0,0.02993,0.00552,-0.132671,-31.4654,320.7745,160.9253,11290.9079,-0.331987,1.770675
292,9844.0,0.03028,0.00675,-0.06594,-58.4373,324.5563,149.8332,9881.0362,1.121456,2.190755
293,9592.0,0.03131,0.00675,0.274273,-148.8559,287.2332,186.8694,9819.6363,7.127293,1.938824
294,9950.0,0.03736,0.01581,-0.35896,102.1732,266.997,414.5057,9751.9857,-7.397815,4.221223
295,12620.0,0.04203,0.00951,-0.321327,-136.7015,141.7734,216.4914,12711.1459,3.830862,1.348266
296,10212.0,0.04223,0.01,-0.202162,-11.1734,0.0,307.6373,10223.1734,0.471851,0.0
297,12522.0,0.0398,0.00605,-0.086503,181.9141,197.7878,318.8106,12322.9767,-7.921128,1.196616
298,11548.0,0.04008,0.00605,-0.146699,-190.1063,0.0,119.7873,11738.1063,7.619462,0.0
299,11268.0,0.03971,0.00605,-0.496503,300.1431,0.0,309.8937,10967.8569,-11.918682,0.0
300,11320.0,0.03837,0.00605,-0.300218,6.0764,0.0,9.7506,11313.9236,-0.233152,0.0
301,13614.0,0.03739,0.00605,0.154854,-195.5953,0.0,3.6741,13809.5953,7.313307,0.0
302,11306.0,0.03756,0.00605,-0.221309,184.5262,19.3816,199.2694,11117.1845,-7.09191,0.117259
303,11208.0,0.03829,0.00605,0.02406,10.4539,0.0,10.4539,11197.5461,-0.40028,0.0
304,13390.0,0.0432,0.01,-0.05423,-309.1604,-0.0,0.0,13699.1604,13.355728,-0.0
305,10530.0,0.05755,0.0193,-0.054164,-16.7317,482.9631,309.1604,10520.5724,-0.542558,9.321187
306,10166.0,0.0472,0.01684,-0.272261,227.6199,70.4498,299.7328,9919.1994,-11.648989,1.186374
307,11368.0,0.04196,0.01,-0.277776,-119.4387,286.9962,52.9322,11407.718,1.666568,2.869962
308,9708.0,0.04005,0.00605,0.077678,-407.3498,0.0,92.6502,10115.3498,16.31436,0.0
309,9530.0,0.03846,0.00605,0.186443,92.6502,-0.0,500.0,9437.3498,-3.563326,-0.0
310,10542.0,0.03634,0.00605,0.52094,407.3498,-0.0,407.3498,10134.6502,-14.803092,-0.0
311,9720.0,0.03615,0.00544,0.649736,-92.6502,0.0,0.0,9812.6502,3.349304,0.0
312,10634.0,0.0407,0.00552,0.583901,-178.1554,252.6842,92.6502,10959.698,13.255907,1.394817
313,9138.0,0.03721,0.00552,0.821591,151.6736,290.6177,418.3482,9225.0954,3.24082,1.60421
314,9040.0,0.03556,0.004,0.712772,234.4691,-0.0,500.0,8805.5309,-8.337722,-0.0
315,10624.0,0.03512,0.00308,0.716736,-15.2433,433.4956,265.5309,10949.9454,11.447201,1.335166
316,9230.0,0.03572,0.00528,0.472307,141.6843,-0.0,500.0,9088.3157,-5.060964,-0.0
317,8946.0,0.03826,0.00675,0.36887,105.9939,377.3259,358.3157,8979.1903,1.269861,2.54695
318,11404.0,0.04257,0.01377,0.123219,71.9678,417.7213,391.506,11383.5036,-0.872532,5.752022
319,9854.0,0.04695,0.01442,0.310123,41.1689,0.0,371.0096,9812.8311,-1.93288,0.0
320,12036.0,0.04923,0.00631,-0.026635,-85.0797,-0.0,329.8407,12121.0797,4.188472,-0.0
321,10976.0,0.05142,0.00701,0.152141,49.7551,127.0282,414.9203,10945.5711,-1.564653,0.890468
322,11034.0,0.05225,0.00527,0.072163,160.9676,312.4327,384.4915,10895.5784,-7.232531,1.646521
323,11244.0,0.05024,0.00605,0.311796,-126.9651,0.0,246.0698,11370.9651,6.378726,0.0
324,13658.0,0.04923,0.00596,0.399038,121.0857,376.2898,373.0349,13687.0684,1.431039,2.242687
325,12286.0,0.04918,0.00592,0.699821,320.359,0.0,402.1033,11965.641,-15.755256,0.0
326,12234.0,0.04905,0.0058,0.685636,-179.641,0.0,81.7443,12413.641,8.811391,0.0
327,12202.0,0.0545,0.00639,0.168378,-119.3073,0.0,261.3853,12321.3073,6.50225,0.0
328,11832.0,0.06644,0.00737,0.111554,294.5472,0.0,380.6927,11537.4528,-19.569715,0.0
329,11352.0,0.07988,0.02825,-0.174176,-205.4528,0.0,86.1455,11557.4528,16.411571,0.0
330,11634.0,0.07422,0.02415,-0.244654,68.8009,301.6266,291.5983,11491.4051,-10.583397,7.284282
331,11870.0,0.0671,0.01629,0.14898,14.3441,133.1551,149.0034,11875.4934,0.368606,2.169097
332,10494.0,0.06208,0.00605,0.251992,-263.1214,129.695,154.4967,10789.8036,18.363484,0.784655
333,10044.0,0.05865,0.007,0.03523,151.7382,410.5068,450.3003,9906.7238,-8.051249,2.873547
334,9724.0,0.05608,0.00605,-0.196596,35.1073,381.1443,313.0241,9613.9614,-6.170963,2.305923
335,9528.0,0.05121,0.00527,-0.140235,-26.4855,342.3374,202.9855,9506.4779,-1.102146,1.804118
336,11094.0,0.05703,0.00705,-0.372819,-60.3085,353.9626,181.4634,11022.3444,-4.086519,2.495437
337,9646.0,0.05353,0.00552,-0.427265,-178.3169,416.7109,109.8078,9646.2708,0.014496,2.300244
338,9308.0,0.05341,0.00527,-0.251807,-157.2693,281.4125,110.0786,9394.4077,4.615035,1.483044
339,9388.0,0.05131,0.00527,0.065314,-49.5705,361.4106,196.4863,9461.1755,3.754637,1.904634
340,9322.0,0.0517,0.00552,0.182913,-144.2051,143.4701,269.6619,9492.4476,8.812141,0.791955
341,9470.0,0.05284,0.00675,-0.366899,-59.8905,-0.0,440.1095,9529.8905,3.164614,-0.0
342,11488.0,0.05809,0.00911,-0.208214,128.9514,-0.0,500.0,11359.0486,-7.490785,-0.0
343,10626.0,0.05977,0.01102,-0.140313,334.1457,49.3968,371.0486,10284.9233,-20.386156,0.544353
344,10982.0,0.06205,0.01767,-0.014179,29.9719,-0.0,29.9719,10952.0281,-1.859757,-0.0
345,11416.0,0.06004,0.01065,0.344932,-250.0,0.0,0.0,11666.0,15.01,0.0
346,11478.0,0.05148,0.00666,-0.195213,148.7199,133.8657,250.0,11303.1477,-9.001397,0.891546
347,11522.0,0.04799,0.00502,-0.276453,-151.7059,285.9515,75.1477,11594.6538,3.486657,1.435477
348,13782.0,0.04652,0.00605,-0.07734,-13.9156,301.9906,147.8015,13772.5596,-0.439168,1.827043
349,11954.0,0.04269,0.0058,-0.405956,58.4215,138.9074,138.3611,11839.1882,-4.901318,0.805663
350,11826.0,0.044,0.00605,0.020242,8.3482,16.0694,23.5493,11817.9771,-0.353007,0.09722
351,11420.0,0.04786,0.00605,0.09622,15.5264,-0.0,15.5264,11404.4736,-0.743092,-0.0
352,11356.0,0.0679,0.02253,0.258413,-380.4862,-0.0,0.0,11736.4862,25.83501,-0.0
353,10892.0,0.08441,0.02021,0.068202,119.5138,295.9713,380.4862,10792.6721,-8.384268,5.981579
354,12344.0,0.08036,0.02068,0.23018,281.1583,-0.0,281.1583,12062.8417,-22.593878,-0.0
355,10570.0,0.0714,0.01604,0.407699,-154.0621,-0.0,0.0,10724.0621,11.000034,-0.0
356,10122.0,0.06316,0.0072,0.357007,-120.6753,429.577,154.0621,10396.0374,17.308202,3.092955
357,10060.0,0.062,0.00605,0.319324,168.7801,483.7595,428.0995,10045.6957,-0.886865,2.926745
358,9858.0,0.05773,0.00631,0.298968,132.7191,332.5468,413.7952,9824.7018,-1.922304,2.098371
359,11326.0,0.05713,0.007,0.03429,112.743,366.2576,380.4971,11225.816,-5.72351,2.563803
360,9998.0,0.05542,0.00552,-0.006739,56.6437,324.5179,280.3131,9939.1695,-3.260386,1.791339
361,9666.0,0.05342,0.00552,-0.038609,1.4051,377.8813,221.4826,9650.0053,-0.854437,2.085905
362,9586.0,0.05179,0.00552,0.05539,-82.3862,419.981,205.4879,9691.649,5.471559,2.318295
363,9472.0,0.05152,0.00552,0.261504,64.0589,310.1883,311.1369,9489.0565,0.878753,1.712239
364,9442.0,0.0535,0.00552,-0.03675,63.6189,260.7846,328.1934,9368.7973,-3.916346,1.439531
365,11246.0,0.05662,0.00552,-0.055065,-46.3504,360.2272,254.9907,11272.5147,1.50126,1.988454
366,9988.0,0.06467,0.00919,0.284622,-31.1226,249.7422,281.5053,10090.2046,6.609575,2.295131
367,10038.0,0.07745,0.01429,0.049877,139.9633,315.9987,383.71,9913.7978,-9.619462,4.515622
368,10178.0,0.07334,0.01503,-0.143487,259.5078,-0.0,259.5078,9918.4922,-19.032299,-0.0
369,10146.0,0.06412,0.00905,-0.063108,-0.0,0.0,0.0,10146.0,0.0,0.0
370,12160.0,0.0548,0.00626,0.138434,-54.2508,-0.0,0.0,12214.2508,2.972942,-0.0
371,10706.0,0.04884,0.00605,0.106339,-222.8746,0.0,54.2508,10928.8746,10.885196,0.0
372,10554.0,0.04778,0.00605,0.372126,99.1224,0.0,277.1254,10454.8776,-4.736067,0.0
373,10506.0,0.04686,0.00672,0.467589,-132.8894,400.4677,178.003,10826.1436,15.001929,2.691143
374,10624.0,0.04714,0.00605,0.535892,367.1106,0.0,498.1466,10256.8894,-17.305596,0.0
375,11058.0,0.04881,0.00605,0.523825,69.3812,0.0,131.036,10988.6188,-3.386497,0.0
376,11698.0,0.06229,0.01356,0.904952,61.6548,-0.0,61.6548,11636.3452,-3.840475,-0.0
377,10846.0,0.0857,0.02356,0.633579,-374.5909,-0.0,0.0,11220.5909,32.102443,-0.0
378,10458.0,0.07758,0.015,0.034409,-64.5022,89.472,374.5909,10525.5809,5.242924,1.342081
379,10222.0,0.06839,0.00798,0.378743,155.8669,360.2195,442.1718,10202.5636,-1.329252,2.874551
380,10232.0,0.06146,0.0061,0.183363,221.3149,303.7311,422.7354,10066.3781,-10.179119,1.85276
381,12010.0,0.05894,0.00605,0.161256,-34.2211,282.8074,257.1136,12089.8256,4.704919,1.710985
382,10006.0,0.05487,0.00605,0.409043,96.0714,232.4583,336.9392,10005.0141,-0.054096,1.406372
383,10098.0,0.05439,0.00552,-0.045715,66.6738,296.2781,335.9533,10017.7819,-4.363062,1.635455
384,9820.0,0.05164,0.00552,-0.309648,-31.4057,395.7804,255.7352,9728.853,-4.706833,2.184708
385,9538.0,0.0489,0.00552,-0.584517,-150.7974,397.3649,164.5881,9456.5307,-3.983848,2.193454
386,9528.0,0.04553,0.00552,-0.613098,-139.9801,258.4631,83.1188,9509.5169,-0.841536,1.426716
387,11174.0,0.04553,0.00552,-0.363104,-180.8027,276.0466,64.6357,11254.5692,3.668316,1.523777
388,9750.0,0.04736,0.00552,-0.157006,-91.5355,303.4599,145.2049,9793.8904,2.078651,1.675099
389,9600.0,0.05,0.00552,-0.056974,-145.4909,176.7886,189.0954,9735.4185,6.770923,0.975873
390,9830.0,0.06099,0.00975,-0.353539,109.8185,459.1837,324.5138,9557.842,-16.598919,4.477041
391,9924.0,0.07691,0.01088,-0.773377,-192.6878,456.3293,52.3558,9763.7731,-12.32305,4.964863
392,11876.0,0.06735,0.01,-0.568075,-122.8947,-0.0,0.0,11998.8947,8.276956,-0.0
393,10588.0,0.05578,0.00605,-0.529847,-97.386,215.2743,122.8947,10571.3236,-0.930211,1.302409
394,10256.0,0.05214,0.00605,-0.29632,-156.785,61.4374,106.2182,10394.5799,7.225556,0.371696
395,10276.0,0.04906,0.00605,-0.067811,-18.4955,78.644,244.7981,10289.1626,0.645759,0.475796
396,10506.0,0.04858,0.00605,-0.020445,-110.3158,148.3365,257.9608,10613.2831,5.211811,0.897436
397,12486.0,0.04745,0.00605,0.151896,115.2699,348.3395,365.2438,12423.6413,-2.958918,2.107454
398,11062.0,0.04759,0.00605,0.164348,-197.1148,-0.0,302.8852,11259.1148,9.380695,-0.0
399,10666.0,0.05235,0.00605,0.239875,302.8852,-0.0,500.0,10363.1148,-15.856039,-0.0
400,10868.0,0.05826,0.00605,0.024878,-151.4426,0.0,197.1148,11019.4426,8.823045,0.0
401,10786.0,0.0689,0.01354,-0.020856,-75.7213,0.0,348.5574,10861.7213,5.217197,0.0
402,10608.0,0.06314,0.0083,0.027649,424.2787,-0.0,424.2787,10183.7213,-26.788958,-0.0
403,12454.0,0.05795,0.00605,0.201253,-75.7213,-0.0,0.0,12529.7213,4.388049,-0.0
404,10546.0,0.05332,0.007,0.064317,-162.3358,357.5781,75.7213,10731.3341,9.882013,2.503046
405,10968.0,0.05198,0.007,0.162894,64.7023,402.5112,261.0554,10968.8645,0.044937,2.817578
406,10376.0,0.05007,0.00605,0.063686,230.4949,0.0,261.9199,10145.5051,-11.540882,0.0
407,10216.0,0.04693,0.00527,0.021905,-174.1837,314.2494,31.4249,10397.0674,8.497493,1.656094
408,10092.0,0.0455,0.00552,0.198923,-30.3801,331.6254,212.4923,10188.348,4.383836,1.830572
409,11694.0,0.04359,0.00552,-0.289281,29.953,304.53,308.8404,11575.9523,-5.145697,1.681006
410,10186.0,0.04242,0.00552,-0.502185,-20.1875,280.0113,190.7927,10065.5701,-5.108635,1.545662
411,10206.0,0.04194,0.00435,-0.702719,-168.5463,521.0737,70.3629,10008.3778,-8.288274,2.266671
412,9806.0,0.04242,0.00552,-1.0,-276.1338,-0.0,0.0,10082.1338,11.713596,-0.0
413,9896.0,0.0441,0.00552,-0.929544,-83.2614,154.1049,276.1338,9836.0141,-2.64538,0.850659
414,10142.0,0.05159,0.0159,-0.532283,-33.9289,242.0773,216.1479,10047.0753,-4.897166,3.849029
415,12350.0,0.06016,0.00959,-0.461887,-72.5743,441.2441,121.2232,12218.7696,-7.894823,4.231531
416,11002.0,0.05394,0.00586,-0.302901,-362.0677,-0.0,0.0,11364.0677,19.529933,-0.0
417,10920.0,0.05018,0.00605,0.012452,137.9323,5.9222,362.0677,10782.1415,-6.917742,0.03583
418,10866.0,0.04602,0.00662,0.30143,-154.3154,83.4224,224.2092,11045.4614,8.258812,0.552256
419,10956.0,0.04406,0.005,0.210862,176.2628,357.1193,403.6705,10855.0401,-4.448292,1.785596
420,11158.0,0.0424,0.0058,0.455935,108.3192,359.1323,302.7107,11213.4219,2.34989,2.082967
421,13050.0,0.0404,0.0055,0.362219,143.2349,0.0,358.1326,12906.7651,-5.786689,0.0
422,11628.0,0.04161,0.0058,0.087437,134.5522,0.0,214.8978,11493.4478,-5.598718,0.0
423,11122.0,0.04417,0.00595,-0.06519,-176.143,314.2596,80.3455,11277.6564,6.875341,1.869845
424,11330.0,0.05147,0.00605,-0.374611,236.0019,0.0,236.0019,11093.9981,-12.147017,0.0
425,11302.0,0.06032,0.01828,-0.476348,-0.0,0.0,0.0,11302.0,0.0,0.0
426,11850.0,0.0572,0.00895,-0.436024,-91.6717,0.0,0.0,11941.6717,5.243621,0.0
427,12324.0,0.04918,0.00605,-0.15023,-149.4534,427.9968,91.6717,12409.1557,4.187956,2.589381
428,11166.0,0.04618,0.0058,0.265897,-74.7101,366.5848,176.8274,11338.184,7.951458,2.126192
429,10876.0,0.04367,0.00578,-0.104657,107.7295,258.9499,349.0114,10741.1695,-5.888046,1.496731
430,10570.0,0.04142,0.0058,0.007929,65.1102,148.4546,214.181,10506.0669,-2.64811,0.861037
431,10356.0,0.04126,0.00527,-0.222973,-140.5334,315.3056,150.2478,10426.2288,2.897642,1.66166
432,11974.0,0.03688,0.00552,-0.062796,-77.79,301.2785,220.4767,12032.8709,2.171158,1.663057
433,10350.0,0.03471,0.00552,-0.075936,51.8036,412.563,279.3476,10266.868,-2.885513,2.277348
434,9858.0,0.03393,0.00552,-0.459751,-66.8431,321.2949,196.2155,9777.1273,-2.744009,1.773548
435,9858.0,0.0338,0.00646,-0.140588,-126.2114,280.2493,115.3429,9944.8116,2.934234,1.81041
436,10014.0,0.0341,0.00552,-0.238541,-13.707,379.022,202.1545,9937.2946,-2.615655,2.092202
437,11722.0,0.03535,0.00675,-0.296364,-374.5509,-0.0,125.4491,12096.5509,13.240375,-0.0
438,10786.0,0.0418,0.01469,-0.457619,125.4491,-0.0,500.0,10660.5509,-5.243772,-0.0
439,10934.0,0.05295,0.01064,-0.487156,73.5407,352.7035,374.5509,10688.6376,-12.991941,3.752765
440,11578.0,0.05166,0.00655,-0.271231,-154.7354,328.7764,129.1885,11643.5609,3.386878,2.153485
441,12332.0,0.05008,0.00655,-0.245057,-71.7832,359.6583,194.7494,12315.6464,-0.81899,2.355762
442,12498.0,0.04562,0.00605,-0.111487,-98.7032,426.3879,178.3958,12549.1664,2.334212,2.579647
443,13012.0,0.04633,0.0063,-0.003993,-135.2189,0.0,229.5622,13147.2189,6.264692,0.0
444,14958.0,0.04626,0.00655,0.287551,-70.015,62.0448,364.7811,15045.856,4.064219,0.406394
445,13192.0,0.04479,0.00605,0.14025,-47.3629,-0.0,452.6371,13239.3629,2.121384,-0.0
446,12806.0,0.04394,0.00605,-0.219721,388.2799,-0.0,500.0,12417.7201,-17.061018,-0.0
447,12780.0,0.04419,0.00605,0.069998,-111.7201,229.123,111.7201,12907.7583,5.645641,1.386194
448,12402.0,0.05316,0.00818,-0.020429,-260.5215,-0.0,239.4785,12662.5215,13.849325,-0.0
449,14424.0,0.06536,0.01222,0.229889,239.4785,-0.0,500.0,14184.5215,-15.652312,-0.0
450,12430.0,0.05505,0.00922,0.25676,27.7084,323.371,260.5215,12485.3202,3.045377,2.981481
451,11650.0,0.04663,0.0087,0.163719,105.2378,416.3269,315.8418,11612.923,-1.728902,3.622044
452,11364.0,0.04123,0.00605,0.19952,32.1266,297.8243,278.7647,11391.2954,1.125389,1.801837
453,11170.0,0.03939,0.00605,0.578863,68.2145,469.1075,306.0601,11373.3345,8.009344,2.838101
454,12698.0,0.03773,0.00605,0.891083,232.3315,-0.0,500.0,12465.6685,-8.765869,-0.0
455,10924.0,0.03882,0.00552,0.683576,267.6685,-0.0,267.6685,10656.3315,-10.39089,-0.0
456,10358.0,0.02994,0.00552,0.547924,-232.3315,-0.0,0.0,10590.3315,6.956006,-0.0
457,10264.0,0.02819,0.00552,0.647716,-37.0784,354.2029,232.3315,10530.5012,7.512669,1.9552
458,10084.0,0.02747,0.00531,0.299741,205.2738,11.6724,498.8328,9882.2249,-5.542762,0.061981
459,10042.0,0.02664,0.00517,0.298082,81.2788,396.5992,297.0577,10078.9401,0.984084,2.050418
460,11612.0,0.02724,0.00552,0.217871,74.4246,392.5299,333.9978,11623.0964,0.302266,2.166765
461,10454.0,0.02918,0.00552,0.232463,57.0888,381.3929,345.0942,10485.5711,0.921243,2.105289
462,10462.0,0.03419,0.00917,-0.008994,150.8358,399.2891,376.6652,10307.5732,-5.279853,3.661481
463,10688.0,0.04117,0.00886,-0.35645,-277.7616,-0.0,222.2384,10965.7616,11.435445,-0.0
464,11372.0,0.04249,0.0066,-0.723394,-0.0,0.0,500.0,11372.0,0.0,0.0
465,14142.0,0.04339,0.0063,-0.78837,-0.0,-0.0,500.0,14142.0,0.0,-0.0
466,12690.0,0.04203,0.00605,-0.692186,-0.0,-0.0,500.0,12690.0,0.0,-0.0
467,12556.0,0.04213,0.00605,-0.583642,-0.0,-0.0,500.0,12556.0,0.0,-0.0
468,12490.0,0.04053,0.0063,-0.01154,430.4257,0.0,500.0,12059.5743,-17.445155,0.0
469,12688.0,0.04022,0.0063,0.234663,-69.5743,219.0215,69.5743,12808.9705,4.865435,1.379835
470,14730.0,0.04085,0.00623,-0.035663,190.5448,-0.0,190.5448,14539.4552,-7.783755,-0.0
471,12828.0,0.04409,0.00605,0.049749,-60.4925,0.0,0.0,12888.4925,2.667115,0.0
472,12214.0,0.04915,0.00984,-0.052246,60.4925,0.0,60.4925,12153.5075,-2.973207,0.0
473,12350.0,0.06135,0.01912,-0.101744,-439.5075,-0.0,0.0,12789.5075,26.963784,-0.0
474,12072.0,0.05234,0.01219,-0.035537,60.4925,0.0,439.5075,12011.5075,-3.166178,0.0
475,13742.0,0.04423,0.00799,0.109565,191.5602,290.9298,379.015,13582.3156,-7.062843,2.324529
476,11526.0,0.04016,0.00605,0.007537,48.1475,150.1321,219.3305,11478.984,-1.888161,0.908299
477,11600.0,0.03738,0.00701,0.2397,-6.1532,259.4902,172.3146,11668.353,2.555036,1.819027
478,10840.0,0.03627,0.00605,-0.071451,31.6479,343.8197,240.6676,10783.7857,-2.038893,2.080109
479,10426.0,0.03548,0.00552,-0.052194,2.0637,495.5801,184.4533,10398.0701,-0.990954,2.735602
480,12136.0,0.03543,0.00552,0.532343,-117.7772,297.2433,156.5234,12412.0125,9.779124,1.640783
481,10536.0,0.03315,0.00487,0.448335,174.1534,286.7434,432.5359,10490.4036,-1.511521,1.39644
